taxon_oid	Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	Phylum	Class	Order	Family	Genus	Species	Temperature Range	Genome Size    assembled	Gene Count    assembled	
2654587756	Archaea	Finished	Methanobrevibacter millerae SM9	Methanobrevibacter millerae SM9	Pastoral Greenhouse Gas Research Consortium PGgRc	2654587756	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter millerae	Mesophile	2543538	2365	
2716884905	Archaea	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones OMZs of the northeastern subarctic Pacific Ocean NESAP	Thaumarchaeota archaeon SCGC AC-337_L13v2 contamination screened	DOE Joint Genome Institute JGI	2716884905	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	Thaumarchaeota archaeon SCGC AC-337_L13		258754	336	
638154508	Archaea	Finished	Methanosarcina acetivorans C2A	Methanosarcina acetivorans C2A	Broad Institute	638154508	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina acetivorans	Mesophile	5751492	4807	
2721755434	Archaea	Draft	Metagenomics study of hot springs in Tengchong Yunnan	Unclassfied Crenarchaeota JZ bin_20	Beijing Novogene Bioinformatics Technology Co Ltd	2721755434	Crenarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		1650649	1690	
2718217641	Archaea	Draft	Metagenomics study of hot springs in Tengchong Yunnan	Unclassified Aigarchaeota JZ bin_28	Beijing Novogene Bioinformatics Technology Co Ltd	2718217641	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		1440436	1625	
2684622739	Archaea	Permanent Draft	Genome sequencing of Sulfolobus acidocaldarius strains from two hot springs in Yellowstone National Park	Sulfolobus acidocaldarius NG05B_CO5_14	University of Illinois Urbana-Champaign	2684622739	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus acidocaldarius		2238183	2462	
2514885038	Archaea	Permanent Draft	Sulfolobales HSU1	Sulfolobales sp HSU1	Axeq Technologies	2514885038	Crenarchaeota	Thermoprotei	Sulfolobales	unclassified	unclassified	unclassified	Thermophile	4003885	7369	
2510065023	Archaea	Finished	Candidatus Nitrososphaera gargensis Ga9-2	Candidatus Nitrososphaera gargensis Ga9-2	Goettingen Genomics Laboratory	2510065023	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	Candidatus Nitrososphaera gargensis	Thermophile	2833736	3599	
2698536760	Archaea	Draft	Acid mine drainage AMD solution archaeal communities from Fankou mine Guangdong China	Micrarchaeota archaeon_FKAMD2014bin36	BGI-shenzhen	2698536760	Candidatus Micrarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		783607	872	
2698536773	Archaea	Draft	Acid mine drainage AMD solution archaeal communities from Fankou mine Guangdong China	Micrarchaeota archaeon_LRAMDAbin1	BGI-shenzhen	2698536773	Candidatus Micrarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		1000424	1123	
640427120	Archaea	Finished	Metallosphaera sedula DSM 5348	Metallosphaera sedula DSM 5348	DOE Joint Genome Institute JGI	640427120	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Metallosphaera	Metallosphaera sedula	Thermophile	2191517	2347	
2728369298	Archaea	Permanent Draft	Deep subsurface and oceanic microbial communities from Witwatersrand Basin South Africa and the Canadian and Fennoscandian shields and at the Lost City Hydrothermal Field	Candidatus Bathyarchaeota archaeon JdFR-08	DOE Joint Genome Institute JGI	2728369298	Candidatus Bathyarchaeota	unclassified	unclassified	unclassified	unclassified	Candidatus Bathyarchaeota archaeon JdFR-08		919095	1035	
2617270902	Archaea	Permanent Draft	Genomic Encyclopedia of Type Strains Phase III KMG-III the genomes of soil and plant-associated and newly described type strains	Halogranum gelatinilyticum CGMCC 110119	DOE Joint Genome Institute JGI	2617270902	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Halogranum	Halogranum gelatinilyticum		3770187	3856	
2728369335	Archaea	Permanent Draft	Deep subsurface and oceanic microbial communities from Witwatersrand Basin South Africa and the Canadian and Fennoscandian shields and at the Lost City Hydrothermal Field	Archaeoglobus sp JdFR-38	DOE Joint Genome Institute JGI	2728369335	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus sp JdFR-38		1025490	1213	
2524614679	Archaea	Permanent Draft	Genomic Encyclopedia of Type Strains Phase I the one thousand microbial genomes KMG-I project	Halorubrum ezzemoulense DSM 17463	DOE Joint Genome Institute JGI	2524614679	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum ezzemoulense	Thermotolerant	3593334	3661	
2651869869	Archaea	Finished	Methanogenic archaea and the global carbon cycle UIUC	Methanosarcina sp MTP4	University of Illinois Urbana-Champaign	2651869869	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina sp MTP4		4211468	3583	
2684622706	Archaea	Permanent Draft	Genome sequencing of Sulfolobus acidocaldarius strains from two hot springs in Yellowstone National Park	Sulfolobus acidocaldarius GG12-C01-13	University of Illinois Urbana-Champaign	2684622706	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus acidocaldarius		2221412	2428	
638154522	Archaea	Finished	Thermoplasma volcanium GSS1	Thermoplasma volcanium GSS1	National Institute of Advanced Industrial Science and Technology AIST	638154522	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	Thermoplasma	Thermoplasma volcanium	Thermophile	1584804	1615	
638341092	Archaea	Finished	Ferroplasma acidarmanus fer1	Ferroplasma acidarmanus Fer1	DOE Joint Genome Institute JGI	638341092	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Ferroplasmaceae	Ferroplasma	Ferroplasma acidarmanus	Mesophile	1865438	1742	
2681813032	Archaea	Permanent Draft	Genome sequencing of Sulfolobus metallicus JCM 9184	Sulfolobus metallicus DSM 6482 JCM 9184	University of Tokyo	2681813032	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus metallicus		2180853	3232	
2593339167	Archaea	Permanent Draft	The Hungate 1000 A catalogue of reference genomes from the rumen microbiome	Methanobrevibacter millerae DSM 16643	DOE Joint Genome Institute JGI	2593339167	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter millerae	Mesophile	2725667	2467	
2728369545	Archaea	Finished	Anaerobic digester sludge microbial communities from Brisbane Australia	Methanomicrobiales archaeon Methan_05	The University of Queensland	2728369545	Euryarchaeota	Methanomicrobia	Methanomicrobiales	unclassified	unclassified	Methanomicrobiales archaeon Methan_05		1844649	2046	
2698536786	Archaea	Draft	Acid mine drainage AMD solution archaeal communities from Fankou mine Guangdong China	Parvarchaeota archaeon_TCEndobin24	BGI-shenzhen	2698536786	Candidatus Parvarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		656546	747	
2698536947	Archaea	Permanent Draft	Development of a pipeline for high-throughput recovery of near-complete and complete microbial genomes from complex metagenomic datasets	Parvarchaeota archaeon JGI CrystG Apr02-2-L16 unscreened	DOE Joint Genome Institute JGI	2698536947	Candidatus Parvarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		130463	191	
2639762706	Archaea	Permanent Draft	Dark ocean microbial single cell genomics	Marine Group I crenarchaeon SCGC AB-629-A13 - v2 unscreened	DOE Joint Genome Institute JGI Bigelow Laboratory Single Cell Genomics Center SCGC	2639762706	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	Marine Group I thaumarchaeote SCGC AB-629-A13		289104	333	
2615840654	Archaea	Permanent Draft	Aarhus Bay single cells	Thermoplasmatales 190_A2 unscreened	Aarhus University	2615840654	Euryarchaeota	Thermoplasmata	Thermoplasmatales	unclassified	unclassified	Thermoplasmatales archaeon SCGC AB-539-C06		2173979	2292	
2728369325	Archaea	Permanent Draft	Deep subsurface and oceanic microbial communities from Witwatersrand Basin South Africa and the Canadian and Fennoscandian shields and at the Lost City Hydrothermal Field	Archaeoglobus sp JdFR-40	DOE Joint Genome Institute JGI	2728369325	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus sp JdFR-40		530115	657	
2700988731	Archaea	Permanent Draft	Anaerobic digester formation water and tailings sand microbial communities from various locations	Unclassified archaeon V4	The University of Queensland	2700988731	Candidatus Verstraetearchaeota	Candidatus Methanomethylia	Candidatus Methanomethyliales	Candidatus Methanomethyliaceae	Candidatus Methanosuratus	Candidatus Methanosuratus petracarbonis		1267584	1459	
2651870040	Archaea	Permanent Draft	Marine microbial communities from the northern Gulf of Mexico hypoxic zone	unclassified Euryarchaeota Bin 18	Argonne National Laboratory	2651870040	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		1033226	1025	
2627854017	Archaea	Finished	Methanothermobacter thermautotrophicus CaT2 genome sequencing project	Methanothermobacter thermautotrophicus CaT2	National Institute of Genetics Japan	2627854017	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanothermobacter	Methanothermobacter sp CaT2	Thermophile	1731018	1837	
2651870127	Archaea	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains Phase II KMG-II from individual species to whole genera	Haloarchaeobius iranensis IBRC-M 10013	DOE Joint Genome Institute JGI	2651870127	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haloarchaeobius	Haloarchaeobius iranensis		3768606	3920	
2684622698	Archaea	Permanent Draft	Genome sequencing of Sulfolobus acidocaldarius strains from two hot springs in Yellowstone National Park	Sulfolobus acidocaldarius GG12-C01-03	University of Illinois Urbana-Champaign	2684622698	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus acidocaldarius		2214215	2454	
2654588093	Archaea	Permanent Draft	Marine sediment microbial communities from White Oak River estuary North Carolina	Hadesarchaea archaeon DG-33-1	DOE Joint Genome Institute JGI	2654588093	Euryarchaeota	Hadesarchaea	unclassified	unclassified	unclassified	Hadesarchaea archaeon DG-33-1		928769	1118	
2681813413	Archaea	Permanent Draft	Single cell genomes from Mediterranean Sea Brine Lakes 1 MSBL1	candidate divison MSBL1 archaeon SCGC-AAA833K04	King Abdullah University of Science and Technology	2681813413	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	candidate divison MSBL1 archaeon SCGC-AAA833K04		162840	226	
2524023197	Archaea	Finished	Sulfolobus acidocaldarius N8	Sulfolobus acidocaldarius N8	University of Cincinnati	2524023197	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus acidocaldarius		2176362	2308	
2504136013	Archaea	Permanent Draft	Acidilobus sulfurireducens sp nov	Acidilobus sulfurireducens sp nov	SymBio Corporation	2504136013	Crenarchaeota	Thermoprotei	Acidilobales	Acidilobaceae	Acidilobus	Acidilobus sulfurireducens	Thermophile	1648899	1925	
646564549	Archaea	Finished	5 mesophilic methanococci Proposal  0179-051115	Methanococcus voltae A3	DOE Joint Genome Institute JGI	646564549	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus	Methanococcus voltae	Mesophile	1936387	1768	
2728369542	Archaea	Permanent Draft	Pyrodictium occultum PL-19	Pyrodictium occultum PL-19 1	Oak Ridge National Laboratory	2728369542	Crenarchaeota	Thermoprotei	Desulfurococcales	Pyrodictiaceae	Pyrodictium	Pyrodictium occultum	Thermophile	1621727	1727	
2264867072	Archaea	Permanent Draft	GEBA-MDM	Nanoarchaeota archaeon SCGC AAA011-J2 contamination screened DUSEL_001_207	DOE Joint Genome Institute JGI	2264867072	Nanoarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		299490	402	
2540341105	Archaea	Finished	Methanoculleus bourgensis MS2	Methanoculleus bourgensis MS2	irenamaus	2540341105	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus	Methanoculleus bourgensis		2789773	2667	
2554235494	Archaea	Permanent Draft	Haloarchaeal genomes	Haloferax lucentense DSM 14919	University of California Davis	2554235494	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloferax	Haloferax lucentense	Mesophile	3619064	3689	
2684622734	Archaea	Permanent Draft	Genome sequencing of Sulfolobus acidocaldarius strains from two hot springs in Yellowstone National Park	Sulfolobus acidocaldarius NG05B_CO5_13	University of Illinois Urbana-Champaign	2684622734	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus acidocaldarius		2215942	2441	
2585428035	Archaea	Permanent Draft	Comparative genomics of halotolerant thaumarchaea in brine-seawater interface of Red Seas brine pools	Marine Group I thaumarchaeote SCGC AAA799-E16 unscreened	King Abdullah University of Science and Technology	2585428035	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	Marine Group I thaumarchaeote SCGC AAA799-E16		1415322	1945	
2545555824	Archaea	Finished	Halobiforma lacisalsi AJ5 JCM 12983	Halobiforma lacisalsi AJ5 JCM 12983	Zhejiang University	2545555824	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Halobiforma	Halobiforma lacisalsi	Mesophile	4324184	4436	
2534681901	Archaea	Permanent Draft	Haloterrigena thermotolerans DSM 11522	Haloterrigena thermotolerans DSM 11522	University of California Davis	2534681901	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Haloterrigena	Haloterrigena thermotolerans		3895275	3910	
2740891984	Archaea	Draft	Estuarine sediment microbial communities from White Oak River Estuary North Carolina USA	Theionarchaea archaeon DG-70-1	University of Texas	2740891984	Euryarchaeota	Theionarchaea	unclassified	unclassified	unclassified	Theionarchaea archaeon DG-70-1		4772064	4794	
2695420988	Archaea	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains Phase II KMG-II from individual species to whole genera	Halobaculum gomorrense DSM 9297	DOE Joint Genome Institute JGI	2695420988	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halobaculum	Halobaculum gomorrense	Mesophile	3208246	3268	
640069314	Archaea	Finished	Hyperthermus butylicus DSM 5456	Hyperthermus butylicus DSM 5456	Epidauros Biotechnologie AG	640069314	Crenarchaeota	Thermoprotei	Desulfurococcales	Pyrodictiaceae	Hyperthermus	Hyperthermus butylicus	Hyperthermophile	1667163	1669	
2667527984	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon USA	Methanosarcina mazei 3HA21	University of Illinois Urbana-Champaign	2667527984	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei		3979112	3485	
2739367765	Archaea	Draft	Sediment microbial communities from acid mine drainage of Yunfu pyrite mine GuanDong China	Unclassified Archaea YF3_Bin42	Sun Yat-Sen University	2739367765	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified		679540	878	
2609459638	Archaea	Permanent Draft	Rare microbiome of the Anoxic Marine Zones of the Pacific Ocean	Euryarchaeota archaeon SCGC AD-613-O09 contamination screened	Bigelow Laboratory Single Cell Genomics Center SCGC	2609459638	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		153822	170	
2693429840	Archaea	Permanent Draft	Development of a pipeline for high-throughput recovery of near-complete and complete microbial genomes from complex metagenomic datasets	Parvarchaeota archaeon JGI CrystG Apr02-2-J10 unscreened	DOE Joint Genome Institute JGI	2693429840	Candidatus Parvarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		426559	522	
650377981	Archaea	Finished	Sulfolobus islandicus HVE10/4	Sulfolobus islandicus HVE10/4	University of Copenhagen	650377981	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus islandicus	Hyperthermophile	2655201	2826	
2263082000	Archaea	Permanent Draft	Dragon_Thaumarchaeon	Thaumarchaeota archaeon DS1 unscreened Dragon_Thaumarchaeon	DOE Joint Genome Institute JGI	2263082000	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		1485980	1748	
2636415782	Archaea	Finished	Candidatus Methanoplasma termitum Mpt1 Genome sequencing	Candidatus Methanoplasma termitum Mpt1	Goettingen Genomics Laboratory	2636415782	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Candidatus Methanoplasma	Candidatus Methanoplasma termitum		1488669	1463	
2518645514	Archaea	Permanent Draft	Hypersaline water metagenomes of microbial communities from Lake Tyrrell Victoria Australia	Uncultured archaeon A07HR67	J Craig Venter Institute JCVI	2518645514	Euryarchaeota	Halobacteria	unclassified	unclassified	unclassified	unclassified		2890468	2942	
2547132066	Archaea	Permanent Draft	Pan-genome of Methanobrevibacter smithii in twins	Methanobrevibacter smithii TS95B	Washington University in St Louis	2547132066	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter smithii	Mesophile	1972498	1944	
