RefSoil.ID	Phylum	Class	Order	Family	Genus	Species	RefSoil	Aggregate	Size
1804	RefSoil_899	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus		RefSoil	Genome.P	5508355
1805	RefSoil_9	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium loti	RefSoil	Genome.P	7596297
1806	RefSoil_90	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter sphaeroides	RefSoil	Genome.P	4602977
1807	RefSoil_900	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella abortus	RefSoil	Genome.P	3279946
1808	RefSoil_901	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus methanolicus	RefSoil	Genome.P	3425208
1809	RefSoil_902	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella abortus	RefSoil	Genome.P	3286128
1810	RefSoil_903	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia		RefSoil	Genome.P	8045250
1811	RefSoil_904	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia		RefSoil	Genome.P	8147114
1812	RefSoil_905	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella melitensis	RefSoil	Genome.P	3312958
1813	RefSoil_906	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum		RefSoil	Genome.P	7391279
1814	RefSoil_907	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	RefSoil	Genome.P	4188369
1815	RefSoil_908	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis	RefSoil	Genome.P	4385518
1816	RefSoil_909	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas		RefSoil	Genome.P	7122173
1817	RefSoil_91	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Pelobacteraceae	Pelobacter	Pelobacter carbinolicus	RefSoil	Genome.P	3665893
1818	RefSoil_910	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	RefSoil	Genome.P	4193640
1819	RefSoil_911	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia		RefSoil	Genome.P	7281867
1820	RefSoil_912	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus		RefSoil	Genome.P	5229650
1821	RefSoil_913	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia xenovorans	RefSoil	Genome.P	9702951
1822	RefSoil_914	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella		RefSoil	Genome.P	6311385
1823	RefSoil_915	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus		RefSoil	Genome.P	5490124
1824	RefSoil_916	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Pelosinus		RefSoil	Genome.P	5115410
1825	RefSoil_917	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dyella	Dyella japonica	RefSoil	Genome.P	4831185
1826	RefSoil_918	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas		RefSoil	Genome.P	6064456
1827	RefSoil_919	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Providencia		RefSoil	Genome.P	4334817
1828	RefSoil_92	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas euvesicatoria	RefSoil	Genome.P	5420152
1829	RefSoil_920	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium		RefSoil	Genome.P	2338144
1830	RefSoil_921	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus		RefSoil	Genome.P	1844804
1831	RefSoil_922	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yersinia		RefSoil	Genome.P	4806594
1832	RefSoil_923	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli	RefSoil	Genome.P	5639399
1833	RefSoil_924	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus		RefSoil	Genome.P	2968500
1834	RefSoil_925	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Serratia	Serratia marcescens	RefSoil	Genome.P	5113802
1835	RefSoil_926	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium		RefSoil	Genome.P	7038809
1836	RefSoil_927	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Neorhizobium	Neorhizobium galegae	RefSoil	Genome.P	6455027
1837	RefSoil_928	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Neorhizobium	Neorhizobium galegae	RefSoil	Genome.P	6413184
1838	RefSoil_93	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia		RefSoil	Genome.P	8676277
1839	RefSoil_94	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Pelodictyon	Pelodictyon luteolum	RefSoil	Genome.P	2364842
1840	RefSoil_95	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium chlorochromatii	RefSoil	Genome.P	2572079
1841	RefSoil_96	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter metallireducens	RefSoil	Genome.P	4011182
1842	RefSoil_97	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio alaskensis	RefSoil	Genome.P	3730232
1843	RefSoil_98	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis	RefSoil	Genome.P	5503926
1844	RefSoil_99	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Shigella	Shigella boydii	RefSoil	Genome.P	4646520
